Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
3C 279,00035019001,53748.51,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,15.09 ± 0.04,15.82 ± 0.04,15.18 ± 0.04,15.24 ± 0.04,15.57 ± 0.03,15.39 ± 0.04,(1.28 ± 0.04) × 10⁻¹¹,(1.49 ± 0.06) × 10⁻¹¹,(1.88 ± 0.08) × 10⁻¹¹,(0.99 ± 0.03) × 10⁻¹¹,(0.75 ± 0.02) × 10⁻¹¹,(0.93 ± 0.04) × 10⁻¹¹
3C 279,00035019002,53749.57,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,15.26 ± 0.04,15.89 ± 0.05,15.52 ± 0.06,15.37 ± 0.05,15.76 ± 0.04,15.45 ± 0.05,(1.09 ± 0.05) × 10⁻¹¹,(1.39 ± 0.07) × 10⁻¹¹,(1.37 ± 0.08) × 10⁻¹¹,(0.88 ± 0.04) × 10⁻¹¹,(0.64 ± 0.02) × 10⁻¹¹,(0.87 ± 0.04) × 10⁻¹¹
3C 279,00035019003,53751.27,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,15.48 ± 0.05,16.2 ± 0.07,15.57 ± 0.07,15.61 ± 0.05,15.89 ± 0.05,15.66 ± 0.06,(0.9 ± 0.04) × 10⁻¹¹,(1.04 ± 0.06) × 10⁻¹¹,(1.31 ± 0.08) × 10⁻¹¹,(0.7 ± 0.03) × 10⁻¹¹,(0.56 ± 0.02) × 10⁻¹¹,(0.72 ± 0.04) × 10⁻¹¹
3C 279,00035019004,53752.54,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,15.52 ± 0.04,16.14 ± 0.04,15.6 ± 0.05,15.66 ± 0.04,15.9 ± 0.03,15.72 ± 0.04,(0.86 ± 0.03) × 10⁻¹¹,(1.1 ± 0.04) × 10⁻¹¹,(1.27 ± 0.06) × 10⁻¹¹,(0.67 ± 0.02) × 10⁻¹¹,(0.56 ± 0.02) × 10⁻¹¹,(0.68 ± 0.03) × 10⁻¹¹
3C 279,00035019005,53753.53,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,15.56 ± 0.05,16.17 ± 0.05,15.74 ± 0.06,15.61 ± 0.05,15.99 ± 0.04,15.81 ± 0.05,(0.83 ± 0.03) × 10⁻¹¹,(1.08 ± 0.05) × 10⁻¹¹,(1.12 ± 0.06) × 10⁻¹¹,(0.7 ± 0.03) × 10⁻¹¹,(0.52 ± 0.02) × 10⁻¹¹,(0.63 ± 0.03) × 10⁻¹¹
3C 279,00035019006,53754.16,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,15.69 ± 0.04,16.33 ± 0.04,15.8 ± 0.05,15.83 ± 0.04,16.16 ± 0.04,15.94 ± 0.05,(0.74 ± 0.03) × 10⁻¹¹,(0.93 ± 0.04) × 10⁻¹¹,(1.06 ± 0.05) × 10⁻¹¹,(0.57 ± 0.02) × 10⁻¹¹,(0.44 ± 0.02) × 10⁻¹¹,(0.56 ± 0.02) × 10⁻¹¹
3C 279,00053509001,53925.27,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,-,15.24 ± 0.02,-,-,-,-,-,(2.53 ± 0.05) × 10⁻¹¹,-,-,-,-
3C 279,00053510001,53925.34,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,-,15.25 ± 0.02,-,-,-,-,-,(2.52 ± 0.05) × 10⁻¹¹,-,-,-,-
3C 279,00053511001,53925.47,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,-,15.21 ± 0.02,-,-,-,-,-,(2.6 ± 0.05) × 10⁻¹¹,-,-,-,-
3C 279,00053513001,53925.61,194.04653,-5.78931,12 56 11.1672,-5 47 21.516,-,15.2 ± 0.02,-,-,-,-,-,(2.63 ± 0.06) × 10⁻¹¹,-,-,-,-
