Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
1ES 0033+595,00035061001,53461.93,8.96935,59.83461,0 35 52.644,59 50 04.596,18.69 ± 0.25,-,17.19 ± 0.11,19.52 ± 0.34,21.9 ± 1.54,-,(2.12 ± 0.48) × 10⁻¹¹,-,(3.08 ± 0.32) × 10⁻¹¹,(0.32 ± 0.1) × 10⁻¹⁰,(1.26 ± 1.79) × 10⁻¹¹,-
1ES 0033+595,00035061002,53480.6,8.96935,59.83461,0 35 52.644,59 50 04.596,18.55 ± 0.59,18.68 ± 0.73,17.8 ± 0.59,-,20.03 ± 0.97,-,(2.43 ± 1.32) × 10⁻¹¹,(2.44 ± 1.63) × 10⁻¹¹,(1.75 ± 0.95) × 10⁻¹¹,-,(0.7 ± 0.63) × 10⁻¹⁰,-
1ES 0033+595,00035061003,53510.53,8.96935,59.83461,0 35 52.644,59 50 04.596,19.12 ± 0.55,18.64 ± 0.35,17.41 ± 0.21,20.32 ± 1.11,20.63 ± 0.85,23.56 ± 14.66,(1.43 ± 0.72) × 10⁻¹¹,(2.53 ± 0.81) × 10⁻¹¹,(2.5 ± 0.48) × 10⁻¹¹,(1.55 ± 1.58) × 10⁻¹¹,(0.41 ± 0.32) × 10⁻¹⁰,(0.64 ± 8.65) × 10⁻¹¹
1ES 0033+595,00035061004,54429.38,8.96935,59.83461,0 35 52.644,59 50 04.596,-,-,-,-,21.2 ± 0.65,-,-,-,-,-,(2.41 ± 1.44) × 10⁻¹¹,-
1ES 0033+595,00035061005,54446.21,8.96935,59.83461,0 35 52.644,59 50 04.596,-,-,-,-,-,23.83 ± 7.0,-,-,-,-,-,(0.5 ± 3.24) × 10⁻¹¹
1ES 0033+595,00035061006,55588.1,8.96935,59.83461,0 35 52.644,59 50 04.596,19.14 ± 0.77,18.6 ± 0.35,17.81 ± 0.31,20.31 ± 1.24,21.35 ± 1.63,-,(1.41 ± 1.0) × 10⁻¹¹,(2.62 ± 0.84) × 10⁻¹¹,(1.73 ± 0.49) × 10⁻¹¹,(1.55 ± 1.78) × 10⁻¹¹,(2.08 ± 3.13) × 10⁻¹¹,-
1ES 0033+595,00035061007,55592.45,8.96935,59.83461,0 35 52.644,59 50 04.596,18.42 ± 0.26,18.44 ± 0.18,17.36 ± 0.16,19.3 ± 0.42,20.51 ± 0.64,20.81 ± 1.17,(2.72 ± 0.65) × 10⁻¹¹,(3.05 ± 0.51) × 10⁻¹¹,(2.63 ± 0.38) × 10⁻¹¹,(0.39 ± 0.15) × 10⁻¹⁰,(0.45 ± 0.27) × 10⁻¹⁰,(0.81 ± 0.87) × 10⁻¹⁰
1ES 0033+595,00035061008,55593.69,8.96935,59.83461,0 35 52.644,59 50 04.596,-,-,-,-,20.16 ± 0.25,-,-,-,-,-,(0.63 ± 0.15) × 10⁻¹⁰,-
1ES 0033+595,00035061009,56548.36,8.96935,59.83461,0 35 52.644,59 50 04.596,19.13 ± 0.31,18.77 ± 0.17,17.5 ± 0.15,20.13 ± 0.6,23.17 ± 6.1,-,(1.42 ± 0.4) × 10⁻¹¹,(2.25 ± 0.35) × 10⁻¹¹,(2.3 ± 0.33) × 10⁻¹¹,(1.84 ± 1.02) × 10⁻¹¹,(0.39 ± 2.2) × 10⁻¹¹,-
1ES 0033+595,00035061010,56550.43,8.96935,59.83461,0 35 52.644,59 50 04.596,19.01 ± 0.3,18.49 ± 0.14,17.57 ± 0.16,20.13 ± 0.63,24.83 ± 28.41,23.22 ± 9.6,(1.59 ± 0.44) × 10⁻¹¹,(2.92 ± 0.39) × 10⁻¹¹,(2.17 ± 0.32) × 10⁻¹¹,(1.84 ± 1.07) × 10⁻¹¹,(0.85 ± 22.28) × 10⁻¹²,(0.87 ± 7.73) × 10⁻¹¹
1ES 0033+595,00032971001,56563.31,8.96935,59.83461,0 35 52.644,59 50 04.596,19.18 ± 0.22,18.7 ± 0.11,-,20.48 ± 0.57,-,-,(1.35 ± 0.28) × 10⁻¹¹,(2.4 ± 0.24) × 10⁻¹¹,-,(1.33 ± 0.69) × 10⁻¹¹,-,-
1ES 0033+595,00032971002,56564.25,8.96935,59.83461,0 35 52.644,59 50 04.596,18.98 ± 0.24,18.51 ± 0.12,-,19.92 ± 0.44,20.57 ± 0.53,-,(1.63 ± 0.36) × 10⁻¹¹,(2.86 ± 0.32) × 10⁻¹¹,-,(2.24 ± 0.9) × 10⁻¹¹,(0.43 ± 0.21) × 10⁻¹⁰,-
1ES 0033+595,00032971003,56565.36,8.96935,59.83461,0 35 52.644,59 50 04.596,18.98 ± 0.19,18.31 ± 0.08,-,19.62 ± 0.27,-,-,(1.63 ± 0.28) × 10⁻¹¹,(0.34 ± 0.03) × 10⁻¹⁰,-,(2.93 ± 0.73) × 10⁻¹¹,-,-
1ES 0033+595,00032971004,56566.3,8.96935,59.83461,0 35 52.644,59 50 04.596,18.98 ± 0.22,18.71 ± 0.13,17.64 ± 0.13,19.33 ± 0.26,21.19 ± 0.76,-,(1.64 ± 0.34) × 10⁻¹¹,(2.37 ± 0.29) × 10⁻¹¹,(2.02 ± 0.24) × 10⁻¹¹,(0.39 ± 0.09) × 10⁻¹⁰,(2.42 ± 1.71) × 10⁻¹¹,-
