Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 1621-067,00040629001,56303.65,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,23.15 ± 20.45,21.78 ± 4.57,19.44 ± 1.32,21.33 ± 1.37,23.0 ± 7.14,21.0 ± 1.4,(2.7 ± 50.86) × 10⁻¹⁴,(1.72 ± 7.23) × 10⁻¹³,(0.8 ± 0.97) × 10⁻¹²,(1.96 ± 2.46) × 10⁻¹³,(0.65 ± 4.26) × 10⁻¹³,(0.56 ± 0.72) × 10⁻¹²
PKS 1621-067,00082266001,56670.07,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,20.46 ± 1.5,18.97 ± 0.99,-,-,-,-,(0.58 ± 0.81) × 10⁻¹²,(1.24 ± 1.13) × 10⁻¹²,-,-,-
PKS 1621-067,00082266002,56671.44,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,19.96 ± 1.23,-,19.2 ± 1.13,-,-,21.75 ± 4.11,(0.51 ± 0.57) × 10⁻¹²,-,(1.0 ± 1.04) × 10⁻¹²,-,-,(2.81 ± 10.63) × 10⁻¹³
PKS 1621-067,00082266003,56673.05,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,22.27 ± 18.81,-,20.42 ± 0.77,23.04 ± 9.93,-,-,(0.59 ± 10.27) × 10⁻¹³,-,(0.7 ± 0.5) × 10⁻¹²,(0.85 ± 7.79) × 10⁻¹³
PKS 1621-067,00082266004,56675.05,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,19.58 ± 1.07,-,-,-,21.65 ± 2.9,19.67 ± 0.77,(0.72 ± 0.71) × 10⁻¹²,-,-,-,(2.26 ± 6.05) × 10⁻¹³,(1.89 ± 1.34) × 10⁻¹²
PKS 1621-067,00082266005,56676.46,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,20.97 ± 0.91,19.92 ± 0.84,20.42 ± 3.38,-,-,20.39 ± 0.9,(2.01 ± 1.68) × 10⁻¹³,(0.96 ± 0.74) × 10⁻¹²,(0.32 ± 1.01) × 10⁻¹²,-,-,(0.98 ± 0.82) × 10⁻¹²
PKS 1621-067,00082266006,56689.13,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,20.62 ± 1.59,20.18 ± 0.81,19.37 ± 1.0,20.2 ± 0.83,20.71 ± 0.82,22.28 ± 4.43,(2.77 ± 4.06) × 10⁻¹³,(0.75 ± 0.56) × 10⁻¹²,(0.86 ± 0.79) × 10⁻¹²,(0.55 ± 0.42) × 10⁻¹²,(0.54 ± 0.41) × 10⁻¹²,(1.71 ± 6.99) × 10⁻¹³
PKS 1621-067,00082266007,56761.36,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,20.41 ± 0.63,20.09 ± 0.48,20.41 ± 1.54,-,-,21.99 ± 3.15,(0.34 ± 0.19) × 10⁻¹²,(0.82 ± 0.36) × 10⁻¹²,(0.33 ± 0.47) × 10⁻¹²,-,-,(2.24 ± 6.5) × 10⁻¹³
PKS 1621-067,00082266008,56763.2,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,-,22.17 ± 4.94,-,-,-,-,-,(0.91 ± 4.12) × 10⁻¹³,-,-
PKS 1621-067,00082266009,56767.62,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,-,21.93 ± 3.62,-,-,-,-,-,(1.13 ± 3.76) × 10⁻¹³,-,-
PKS 1621-067,00082266010,56786.33,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,19.87 ± 0.87,20.69 ± 1.29,21.58 ± 6.62,19.73 ± 0.66,-,-,(0.55 ± 0.44) × 10⁻¹²,(0.47 ± 0.56) × 10⁻¹²,(1.12 ± 6.8) × 10⁻¹³,(0.85 ± 0.52) × 10⁻¹²,-,-
PKS 1621-067,00082266013,56806.39,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,-,-,-,20.11 ± 0.62,-,-,-,-,-,(1.27 ± 0.72) × 10⁻¹²
PKS 1621-067,00082266014,56812.28,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,22.18 ± 3.47,-,-,-,-,-,(0.66 ± 2.11) × 10⁻¹³,-,-,-,-,-
PKS 1621-067,00082266015,56824.65,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,22.92 ± 5.07,-,-,-,-,-,(0.33 ± 1.55) × 10⁻¹³,-,-,-,-,-
PKS 1621-067,00082266017,56837.52,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,-,-,20.22 ± 0.82,-,-,-,-,-,(0.84 ± 0.64) × 10⁻¹²,-
PKS 1621-067,00082266018,56842.51,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,-,-,-,22.57 ± 8.0,-,-,-,-,-,(1.32 ± 9.71) × 10⁻¹³
PKS 1621-067,00082266019,56845.79,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,21.71 ± 2.56,-,20.37 ± 1.01,21.35 ± 1.21,-,-,(1.84 ± 4.34) × 10⁻¹³,-,(0.48 ± 0.44) × 10⁻¹²,(2.96 ± 3.31) × 10⁻¹³,-
PKS 1621-067,00082266021,56865.08,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,-,-,21.26 ± 1.59,-,-,-,-,-,(0.32 ± 0.47) × 10⁻¹²,-
PKS 1621-067,00082266022,56931.6,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,22.67 ± 8.45,-,19.51 ± 0.85,22.12 ± 1.61,-,-,(0.42 ± 3.25) × 10⁻¹³,-,(0.75 ± 0.58) × 10⁻¹²,(0.95 ± 1.41) × 10⁻¹³,-,-
PKS 1621-067,00082266023,56932.47,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,20.59 ± 2.11,-,-,-,-,-,(2.85 ± 5.55) × 10⁻¹³,-,-,-,-,-
PKS 1621-067,00082266024,56934.21,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,21.49 ± 7.3,22.39 ± 7.21,24.38 ± 25.51,-,-,-,(1.21 ± 8.16) × 10⁻¹³,(0.74 ± 4.89) × 10⁻¹³,(1.83 ± 43.01) × 10⁻¹⁴,-
PKS 1621-067,00082266025,56936.15,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,20.07 ± 1.96,-,-,-,-,-,(0.45 ± 0.81) × 10⁻¹²,-,-,-
PKS 1621-067,00082266026,56939.55,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,20.05 ± 1.11,-,19.05 ± 0.81,-,20.6 ± 0.84,20.44 ± 0.88,(0.47 ± 0.48) × 10⁻¹²,-,(1.15 ± 0.86) × 10⁻¹²,-,(0.59 ± 0.46) × 10⁻¹²,(0.93 ± 0.75) × 10⁻¹²
PKS 1621-067,00082266027,56940.93,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,22.89 ± 7.57,-,-,-,20.5 ± 0.73,-,(0.34 ± 2.38) × 10⁻¹³,-,-,-,(0.65 ± 0.44) × 10⁻¹²,-
PKS 1621-067,00082266028,56943.14,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,20.49 ± 1.0,20.22 ± 1.81,21.11 ± 1.87,-,-,-,(0.56 ± 0.52) × 10⁻¹²,(0.39 ± 0.65) × 10⁻¹²,(2.4 ± 4.13) × 10⁻¹³,-,-
PKS 1621-067,00085338001,57035.48,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,19.99 ± 1.33,-,-,-,-,-,(0.48 ± 0.59) × 10⁻¹²,-,-,-
PKS 1621-067,00085338002,57037.18,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,20.49 ± 1.29,-,-,-,-,-,(3.05 ± 3.61) × 10⁻¹³,-,-,-
PKS 1621-067,00085338003,57040.74,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,20.73 ± 0.78,20.02 ± 0.93,-,-,-,-,(0.45 ± 0.33) × 10⁻¹²,(0.47 ± 0.4) × 10⁻¹²,-,-,-
PKS 1621-067,00085338004,57117.63,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,-,21.26 ± 4.75,-,-,-,-,-,(1.5 ± 6.57) × 10⁻¹³,-,-,-
PKS 1621-067,00085338006,57143.18,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,20.89 ± 0.75,20.23 ± 1.02,-,-,-,-,(0.39 ± 0.27) × 10⁻¹²,(0.39 ± 0.37) × 10⁻¹²,-,-,-
PKS 1621-067,00085338007,57145.71,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,20.28 ± 0.89,-,-,-,-,-,(0.68 ± 0.56) × 10⁻¹²,-,-,-,-
PKS 1621-067,00085338008,57149.85,246.13719,-6.83045,16 24 32.9256,-6 49 49.62,-,20.04 ± 0.49,19.53 ± 0.71,-,-,-,-,(0.86 ± 0.38) × 10⁻¹²,(0.74 ± 0.48) × 10⁻¹²,-,-,-
