Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 0921-213,00037995001,54738.21,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,17.13 ± 0.09,17.13 ± 0.07,-,-,-,-,(2.26 ± 0.2) × 10⁻¹²,(2.41 ± 0.14) × 10⁻¹²
PKS 0921-213,00037995002,54773.06,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,16.7 ± 0.03,-,-,-,17.03 ± 0.04,-,(0.33 ± 0.01) × 10⁻¹¹,-,-,-,(2.48 ± 0.1) × 10⁻¹²,-
PKS 0921-213,00037995003,54863.47,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,16.65 ± 0.04,-,-,-,-,-,(0.33 ± 0.01) × 10⁻¹¹,-,-
PKS 0921-213,00037995004,55118.27,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.3 ± 0.05,-,-,-,-,-,(2.07 ± 0.09) × 10⁻¹²
PKS 0921-213,00037995005,55122.32,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.19 ± 0.07,-,-,-,-,-,(2.3 ± 0.14) × 10⁻¹²
PKS 0921-213,00037995006,55126.48,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.2 ± 0.06,-,-,-,-,-,(2.27 ± 0.12) × 10⁻¹²
PKS 0921-213,00037995007,55129.99,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.19 ± 0.05,-,-,-,-,-,(2.3 ± 0.1) × 10⁻¹²
PKS 0921-213,00037995008,55134.53,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.19 ± 0.04,-,-,-,-,-,(2.3 ± 0.09) × 10⁻¹²
PKS 0921-213,00037995009,55138.69,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.19 ± 0.05,-,-,-,-,-,(2.29 ± 0.1) × 10⁻¹²
PKS 0921-213,00037995010,55142.17,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.16 ± 0.06,-,-,-,-,-,(2.36 ± 0.13) × 10⁻¹²
PKS 0921-213,00037995011,55146.19,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.41 ± 0.06,-,-,-,-,-,(1.87 ± 0.1) × 10⁻¹²
PKS 0921-213,00037995012,55150.31,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.33 ± 0.06,-,-,-,-,-,(2.01 ± 0.11) × 10⁻¹²
PKS 0921-213,00037995013,55154.32,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.14 ± 0.06,-,-,-,-,-,(2.4 ± 0.12) × 10⁻¹²
PKS 0921-213,00037995014,55158.11,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.08 ± 0.05,-,-,-,-,-,(2.54 ± 0.13) × 10⁻¹²
PKS 0921-213,00037995015,55162.22,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.19 ± 0.05,-,-,-,-,-,(2.28 ± 0.1) × 10⁻¹²
PKS 0921-213,00037995017,55170.01,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.0 ± 0.05,-,-,-,-,-,(2.74 ± 0.13) × 10⁻¹²
PKS 0921-213,00037995018,55174.03,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.04 ± 0.05,-,-,-,-,-,(2.62 ± 0.12) × 10⁻¹²
PKS 0921-213,00037995019,55178.64,140.91202,-21.59642,9 23 38.8848,-21 35 47.112,-,-,-,-,-,17.03 ± 0.05,-,-,-,-,-,(2.65 ± 0.11) × 10⁻¹²
