Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
3C 371,00036349001,54154.64,271.71117,69.82447,18 06 50.6808,69 49 28.092,14.9 ± 0.04,15.46 ± 0.04,14.81 ± 0.04,15.0 ± 0.04,15.27 ± 0.03,15.14 ± 0.04,(1.56 ± 0.06) × 10⁻¹¹,(2.11 ± 0.07) × 10⁻¹¹,(2.67 ± 0.11) × 10⁻¹¹,(1.27 ± 0.04) × 10⁻¹¹,(1.04 ± 0.03) × 10⁻¹¹,(1.23 ± 0.05) × 10⁻¹¹
3C 371,00036349002,54196.69,271.71117,69.82447,18 06 50.6808,69 49 28.092,15.16 ± 0.05,15.67 ± 0.05,14.88 ± 0.05,15.4 ± 0.05,15.73 ± 0.05,15.51 ± 0.06,(1.23 ± 0.06) × 10⁻¹¹,(1.74 ± 0.08) × 10⁻¹¹,(2.51 ± 0.13) × 10⁻¹¹,(0.88 ± 0.04) × 10⁻¹¹,(0.68 ± 0.03) × 10⁻¹¹,(0.87 ± 0.05) × 10⁻¹¹
3C 371,00036349003,54848.0,271.71117,69.82447,18 06 50.6808,69 49 28.092,15.28 ± 0.05,15.78 ± 0.04,15.02 ± 0.05,15.46 ± 0.05,15.69 ± 0.04,15.43 ± 0.06,(1.1 ± 0.05) × 10⁻¹¹,(1.58 ± 0.06) × 10⁻¹¹,(2.2 ± 0.1) × 10⁻¹¹,(0.83 ± 0.04) × 10⁻¹¹,(0.71 ± 0.03) × 10⁻¹¹,(0.93 ± 0.05) × 10⁻¹¹
3C 371,00036349004,55138.82,271.71117,69.82447,18 06 50.6808,69 49 28.092,14.5 ± 0.03,15.19 ± 0.03,14.59 ± 0.04,14.61 ± 0.03,14.81 ± 0.03,14.65 ± 0.03,(2.27 ± 0.07) × 10⁻¹¹,(2.71 ± 0.07) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹⁰,(1.82 ± 0.05) × 10⁻¹¹,(1.58 ± 0.04) × 10⁻¹¹,(1.91 ± 0.06) × 10⁻¹¹
3C 371,00036349005,55140.48,271.71117,69.82447,18 06 50.6808,69 49 28.092,14.46 ± 0.06,15.2 ± 0.06,14.5 ± 0.07,14.55 ± 0.06,14.72 ± 0.05,14.43 ± 0.1,(2.34 ± 0.12) × 10⁻¹¹,(2.68 ± 0.14) × 10⁻¹¹,(0.36 ± 0.02) × 10⁻¹⁰,(1.92 ± 0.1) × 10⁻¹¹,(1.73 ± 0.07) × 10⁻¹¹,(2.34 ± 0.23) × 10⁻¹¹
3C 371,00036349007,55588.45,271.71117,69.82447,18 06 50.6808,69 49 28.092,15.1 ± 0.03,-,-,-,-,-,(1.29 ± 0.03) × 10⁻¹¹,-,-,-,-,-
3C 371,00036349006,55588.95,271.71117,69.82447,18 06 50.6808,69 49 28.092,15.1 ± 0.04,15.59 ± 0.03,14.94 ± 0.04,15.39 ± 0.04,15.55 ± 0.03,15.39 ± 0.05,(1.3 ± 0.05) × 10⁻¹¹,(1.87 ± 0.06) × 10⁻¹¹,(2.38 ± 0.1) × 10⁻¹¹,(0.89 ± 0.03) × 10⁻¹¹,(0.8 ± 0.03) × 10⁻¹¹,(0.97 ± 0.04) × 10⁻¹¹
3C 371,00036349008,55716.83,271.71117,69.82447,18 06 50.6808,69 49 28.092,15.32 ± 0.02,15.76 ± 0.03,15.09 ± 0.04,15.49 ± 0.03,15.85 ± 0.03,15.65 ± 0.04,(1.06 ± 0.02) × 10⁻¹¹,(1.61 ± 0.04) × 10⁻¹¹,(2.06 ± 0.07) × 10⁻¹¹,(0.81 ± 0.02) × 10⁻¹¹,(0.61 ± 0.02) × 10⁻¹¹,(0.76 ± 0.03) × 10⁻¹¹
3C 371,00036349009,55883.99,271.71117,69.82447,18 06 50.6808,69 49 28.092,15.13 ± 0.05,15.6 ± 0.04,14.8 ± 0.05,15.24 ± 0.05,15.49 ± 0.04,15.31 ± 0.05,(1.27 ± 0.06) × 10⁻¹¹,(1.86 ± 0.08) × 10⁻¹¹,(2.7 ± 0.13) × 10⁻¹¹,(1.02 ± 0.05) × 10⁻¹¹,(0.85 ± 0.03) × 10⁻¹¹,(1.05 ± 0.05) × 10⁻¹¹
3C 371,00036349010,55888.11,271.71117,69.82447,18 06 50.6808,69 49 28.092,15.03 ± 0.03,15.58 ± 0.03,14.86 ± 0.04,15.22 ± 0.03,15.44 ± 0.03,15.23 ± 0.04,(1.38 ± 0.04) × 10⁻¹¹,(1.88 ± 0.05) × 10⁻¹¹,(2.56 ± 0.08) × 10⁻¹¹,(1.04 ± 0.03) × 10⁻¹¹,(0.88 ± 0.02) × 10⁻¹¹,(1.12 ± 0.04) × 10⁻¹¹
