Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
GB6 J0849+5108,00032084013,58520.38,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.17 ± 0.27,19.77 ± 0.31,19.4 ± 0.54,19.54 ± 0.38,19.66 ± 0.21,19.72 ± 0.3,(2.96 ± 0.73) × 10⁻¹³,(0.39 ± 0.11) × 10⁻¹²,(0.38 ± 0.19) × 10⁻¹²,(1.85 ± 0.64) × 10⁻¹³,(1.7 ± 0.33) × 10⁻¹³,(1.67 ± 0.47) × 10⁻¹³
GB6 J0849+5108,00032084014,58527.9,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.19 ± 0.27,19.66 ± 0.29,18.44 ± 0.25,19.3 ± 0.26,19.28 ± 0.17,19.45 ± 0.26,(2.89 ± 0.72) × 10⁻¹³,(0.43 ± 0.12) × 10⁻¹²,(0.92 ± 0.21) × 10⁻¹²,(2.3 ± 0.56) × 10⁻¹³,(2.43 ± 0.39) × 10⁻¹³,(2.15 ± 0.51) × 10⁻¹³
GB6 J0849+5108,00032084015,58534.34,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.7 ± 0.45,19.68 ± 0.33,-,19.36 ± 0.3,19.34 ± 0.2,-,(1.82 ± 0.76) × 10⁻¹³,(0.42 ± 0.13) × 10⁻¹²,-,(2.18 ± 0.6) × 10⁻¹³,(2.29 ± 0.43) × 10⁻¹³,-
GB6 J0849+5108,00032084016,58541.39,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.15 ± 0.38,19.46 ± 0.35,18.55 ± 0.39,19.9 ± 0.58,19.81 ± 0.35,19.69 ± 0.46,(3.0 ± 1.04) × 10⁻¹³,(0.51 ± 0.17) × 10⁻¹²,(0.84 ± 0.3) × 10⁻¹²,(1.33 ± 0.71) × 10⁻¹³,(1.5 ± 0.49) × 10⁻¹³,(1.73 ± 0.73) × 10⁻¹³
GB6 J0849+5108,00032084017,58548.25,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.57 ± 0.39,21.43 ± 1.45,19.47 ± 0.62,20.59 ± 0.77,19.11 ± 0.17,19.33 ± 0.28,(2.04 ± 0.74) × 10⁻¹³,(0.84 ± 1.12) × 10⁻¹³,(0.36 ± 0.2) × 10⁻¹²,(0.7 ± 0.5) × 10⁻¹³,(2.83 ± 0.44) × 10⁻¹³,(2.41 ± 0.63) × 10⁻¹³
GB6 J0849+5108,00032084018,58555.15,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.12 ± 0.47,21.12 ± 1.84,18.83 ± 0.6,19.44 ± 0.56,19.14 ± 0.3,19.72 ± 0.54,(3.1 ± 1.34) × 10⁻¹³,(1.12 ± 1.9) × 10⁻¹³,(0.65 ± 0.36) × 10⁻¹²,(2.03 ± 1.04) × 10⁻¹³,(2.76 ± 0.76) × 10⁻¹³,(1.68 ± 0.83) × 10⁻¹³
GB6 J0849+5108,00032084019,58562.46,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.51 ± 0.32,19.62 ± 0.26,18.55 ± 0.25,19.63 ± 0.32,19.31 ± 0.16,18.88 ± 0.18,(2.15 ± 0.63) × 10⁻¹³,(0.44 ± 0.11) × 10⁻¹²,(0.83 ± 0.19) × 10⁻¹²,(1.7 ± 0.51) × 10⁻¹³,(2.36 ± 0.35) × 10⁻¹³,(0.36 ± 0.06) × 10⁻¹²
GB6 J0849+5108,00032084020,58569.47,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.25 ± 0.3,19.59 ± 0.29,18.94 ± 0.39,18.96 ± 0.22,19.09 ± 0.16,19.0 ± 0.2,(2.74 ± 0.75) × 10⁻¹³,(0.46 ± 0.12) × 10⁻¹²,(0.59 ± 0.21) × 10⁻¹²,(3.14 ± 0.63) × 10⁻¹³,(2.89 ± 0.42) × 10⁻¹³,(0.33 ± 0.06) × 10⁻¹²
GB6 J0849+5108,00032084021,58576.1,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.09 ± 0.61,19.77 ± 0.76,-,18.89 ± 0.38,19.35 ± 0.31,19.11 ± 0.34,(0.32 ± 0.18) × 10⁻¹²,(0.39 ± 0.27) × 10⁻¹²,-,(0.34 ± 0.12) × 10⁻¹²,(2.27 ± 0.64) × 10⁻¹³,(2.94 ± 0.91) × 10⁻¹³
GB6 J0849+5108,00032084022,58583.51,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.61 ± 0.38,19.35 ± 0.23,18.86 ± 0.34,19.52 ± 0.3,19.53 ± 0.2,19.44 ± 0.25,(1.96 ± 0.68) × 10⁻¹³,(0.57 ± 0.12) × 10⁻¹²,(0.63 ± 0.2) × 10⁻¹²,(1.89 ± 0.53) × 10⁻¹³,(1.93 ± 0.35) × 10⁻¹³,(2.18 ± 0.51) × 10⁻¹³
