Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 0235+164,00030880016,54148.14,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.12 ± 0.13,-,-,17.5 ± 0.14,17.81 ± 0.12,17.48 ± 0.14,(2.48 ± 0.29) × 10⁻¹²,-,-,(1.67 ± 0.22) × 10⁻¹²,(1.41 ± 0.15) × 10⁻¹²,(2.08 ± 0.26) × 10⁻¹²
PKS 0235+164,00030880017,54150.77,39.66221,16.61647,2 38 38.9304,16 36 59.292,16.31 ± 0.05,-,-,16.42 ± 0.05,17.02 ± 0.05,16.66 ± 0.06,(0.52 ± 0.03) × 10⁻¹¹,-,-,(0.45 ± 0.02) × 10⁻¹¹,(2.91 ± 0.14) × 10⁻¹²,(0.44 ± 0.02) × 10⁻¹¹
PKS 0235+164,00030880018,54150.95,39.66221,16.61647,2 38 38.9304,16 36 59.292,16.25 ± 0.04,-,-,16.41 ± 0.04,17.06 ± 0.06,16.61 ± 0.04,(0.55 ± 0.02) × 10⁻¹¹,-,-,(0.46 ± 0.02) × 10⁻¹¹,(2.81 ± 0.16) × 10⁻¹²,(0.46 ± 0.02) × 10⁻¹¹
PKS 0235+164,00030880020,54152.04,39.66221,16.61647,2 38 38.9304,16 36 59.292,16.5 ± 0.05,-,-,16.65 ± 0.05,17.21 ± 0.05,16.88 ± 0.06,(0.44 ± 0.02) × 10⁻¹¹,-,-,(0.37 ± 0.02) × 10⁻¹¹,(2.43 ± 0.11) × 10⁻¹²,(0.36 ± 0.02) × 10⁻¹¹
PKS 0235+164,00030880021,54155.92,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.04 ± 0.08,-,-,16.99 ± 0.07,17.72 ± 0.07,17.34 ± 0.08,(2.69 ± 0.2) × 10⁻¹²,-,-,(2.68 ± 0.17) × 10⁻¹²,(1.53 ± 0.1) × 10⁻¹²,(2.36 ± 0.18) × 10⁻¹²
PKS 0235+164,00030880022,54157.33,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.04 ± 0.08,-,-,17.3 ± 0.09,17.74 ± 0.08,17.35 ± 0.09,(2.68 ± 0.21) × 10⁻¹²,-,-,(2.01 ± 0.16) × 10⁻¹²,(1.49 ± 0.11) × 10⁻¹²,(2.35 ± 0.19) × 10⁻¹²
PKS 0235+164,00030880024,54711.5,39.66221,16.61647,2 38 38.9304,16 36 59.292,18.15 ± 0.15,17.85 ± 0.09,16.89 ± 0.1,18.13 ± 0.13,18.74 ± 0.13,18.85 ± 0.22,(0.97 ± 0.13) × 10⁻¹²,(2.77 ± 0.24) × 10⁻¹²,(0.45 ± 0.04) × 10⁻¹¹,(0.94 ± 0.12) × 10⁻¹²,(0.6 ± 0.07) × 10⁻¹²,(0.59 ± 0.12) × 10⁻¹²
PKS 0235+164,00030880025,54719.87,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.8 ± 0.19,17.86 ± 0.14,16.7 ± 0.14,17.85 ± 0.18,18.42 ± 0.16,18.13 ± 0.27,(1.33 ± 0.23) × 10⁻¹²,(2.75 ± 0.37) × 10⁻¹²,(0.53 ± 0.07) × 10⁻¹¹,(1.21 ± 0.2) × 10⁻¹²,(0.81 ± 0.12) × 10⁻¹²,(1.14 ± 0.28) × 10⁻¹²
PKS 0235+164,00030880026,54729.65,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.16 ± 0.09,17.01 ± 0.06,16.17 ± 0.07,17.21 ± 0.08,17.85 ± 0.08,17.47 ± 0.11,(2.39 ± 0.19) × 10⁻¹²,(0.6 ± 0.03) × 10⁻¹¹,(0.87 ± 0.05) × 10⁻¹¹,(2.19 ± 0.17) × 10⁻¹²,(1.35 ± 0.1) × 10⁻¹²,(2.1 ± 0.22) × 10⁻¹²
PKS 0235+164,00030880027,54738.03,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.16 ± 0.19,17.15 ± 0.14,16.08 ± 0.14,17.69 ± 0.24,18.0 ± 0.2,17.59 ± 0.19,(2.39 ± 0.42) × 10⁻¹²,(0.53 ± 0.07) × 10⁻¹¹,(0.95 ± 0.12) × 10⁻¹¹,(1.41 ± 0.31) × 10⁻¹²,(1.18 ± 0.21) × 10⁻¹²,(1.88 ± 0.32) × 10⁻¹²
PKS 0235+164,00030880028,54740.65,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.13 ± 0.13,16.87 ± 0.08,15.77 ± 0.08,17.37 ± 0.14,17.89 ± 0.13,17.48 ± 0.16,(2.47 ± 0.29) × 10⁻¹²,(0.68 ± 0.05) × 10⁻¹¹,(1.25 ± 0.1) × 10⁻¹¹,(1.88 ± 0.24) × 10⁻¹²,(1.31 ± 0.15) × 10⁻¹²,(2.08 ± 0.31) × 10⁻¹²
PKS 0235+164,00030880029,54747.75,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.26 ± 0.08,17.04 ± 0.06,16.19 ± 0.06,17.31 ± 0.08,17.97 ± 0.08,17.45 ± 0.1,(2.18 ± 0.17) × 10⁻¹²,(0.58 ± 0.03) × 10⁻¹¹,(0.85 ± 0.05) × 10⁻¹¹,(1.99 ± 0.15) × 10⁻¹²,(1.21 ± 0.09) × 10⁻¹²,(2.13 ± 0.19) × 10⁻¹²
PKS 0235+164,00030880031,54758.74,39.66221,16.61647,2 38 38.9304,16 36 59.292,16.88 ± 0.09,16.78 ± 0.07,15.91 ± 0.08,16.86 ± 0.09,17.7 ± 0.1,17.16 ± 0.12,(3.09 ± 0.27) × 10⁻¹²,(0.74 ± 0.05) × 10⁻¹¹,(1.11 ± 0.08) × 10⁻¹¹,(3.01 ± 0.25) × 10⁻¹²,(1.55 ± 0.14) × 10⁻¹²,(2.8 ± 0.32) × 10⁻¹²
PKS 0235+164,00030880032,54761.75,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.13 ± 0.11,16.89 ± 0.07,15.96 ± 0.08,17.08 ± 0.1,17.46 ± 0.09,17.27 ± 0.12,(2.47 ± 0.25) × 10⁻¹²,(0.67 ± 0.04) × 10⁻¹¹,(1.05 ± 0.08) × 10⁻¹¹,(2.46 ± 0.23) × 10⁻¹²,(1.94 ± 0.16) × 10⁻¹²,(2.52 ± 0.29) × 10⁻¹²
PKS 0235+164,00030880033,54768.82,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.13 ± 0.1,17.11 ± 0.08,-,16.99 ± 0.09,17.46 ± 0.12,-,(2.47 ± 0.24) × 10⁻¹²,(0.55 ± 0.04) × 10⁻¹¹,-,(2.68 ± 0.23) × 10⁻¹²,(1.94 ± 0.22) × 10⁻¹²,-
PKS 0235+164,00030880034,54780.32,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.85 ± 0.17,18.07 ± 0.15,17.07 ± 0.16,18.32 ± 0.21,18.49 ± 0.15,18.15 ± 0.27,(1.27 ± 0.2) × 10⁻¹²,(2.26 ± 0.32) × 10⁻¹²,(0.38 ± 0.06) × 10⁻¹¹,(0.79 ± 0.15) × 10⁻¹²,(0.75 ± 0.1) × 10⁻¹²,(1.13 ± 0.28) × 10⁻¹²
PKS 0235+164,00030880035,54781.05,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.93 ± 0.13,17.87 ± 0.09,17.3 ± 0.13,18.11 ± 0.12,18.67 ± 0.12,18.36 ± 0.17,(1.18 ± 0.14) × 10⁻¹²,(2.72 ± 0.23) × 10⁻¹²,(3.06 ± 0.36) × 10⁻¹²,(0.96 ± 0.11) × 10⁻¹²,(0.64 ± 0.07) × 10⁻¹²,(0.92 ± 0.14) × 10⁻¹²
PKS 0235+164,00030880036,54789.56,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.46 ± 0.1,17.5 ± 0.07,16.54 ± 0.08,17.8 ± 0.11,18.24 ± 0.09,17.98 ± 0.15,(1.81 ± 0.16) × 10⁻¹²,(0.38 ± 0.03) × 10⁻¹¹,(0.62 ± 0.04) × 10⁻¹¹,(1.27 ± 0.12) × 10⁻¹²,(0.94 ± 0.08) × 10⁻¹²,(1.31 ± 0.19) × 10⁻¹²
PKS 0235+164,00030880037,54790.83,39.66221,16.61647,2 38 38.9304,16 36 59.292,17.79 ± 0.15,17.43 ± 0.09,16.61 ± 0.11,17.75 ± 0.14,18.34 ± 0.13,18.09 ± 0.19,(1.34 ± 0.19) × 10⁻¹²,(0.41 ± 0.03) × 10⁻¹¹,(0.58 ± 0.06) × 10⁻¹¹,(1.33 ± 0.17) × 10⁻¹²,(0.86 ± 0.1) × 10⁻¹²,(1.18 ± 0.2) × 10⁻¹²
PKS 0235+164,00030880038,54803.71,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.35 ± 0.49,18.63 ± 0.21,17.67 ± 0.23,19.02 ± 0.31,19.09 ± 0.2,18.39 ± 0.2,(0.32 ± 0.14) × 10⁻¹²,(1.35 ± 0.27) × 10⁻¹²,(2.17 ± 0.46) × 10⁻¹²,(0.41 ± 0.12) × 10⁻¹²,(0.43 ± 0.08) × 10⁻¹²,(0.9 ± 0.17) × 10⁻¹²
