Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
GB6 J0830+2410,00036375001,54476.33,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.85 ± 0.1,-,-,-,-,-,(2.59 ± 0.24) × 10⁻¹²,-,-,-,-,-
GB6 J0830+2410,00036375002,54526.47,127.71703,24.18328,8 30 52.0872,24 10 59.808,-,-,-,-,-,16.49 ± 0.05,-,-,-,-,-,(0.35 ± 0.02) × 10⁻¹¹
GB6 J0830+2410,00036375003,54528.27,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.67 ± 0.05,-,-,-,-,-,(3.06 ± 0.13) × 10⁻¹²,-,-,-,-,-
GB6 J0830+2410,00036375004,54808.61,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.51 ± 0.03,-,-,-,-,-,(0.35 ± 0.01) × 10⁻¹¹,-,-,-,-,-
GB6 J0830+2410,00036375005,54822.5,127.71703,24.18328,8 30 52.0872,24 10 59.808,-,-,-,-,-,16.17 ± 0.03,-,-,-,-,-,(0.47 ± 0.01) × 10⁻¹¹
GB6 J0830+2410,00036375006,54829.5,127.71703,24.18328,8 30 52.0872,24 10 59.808,-,-,-,-,16.66 ± 0.11,-,-,-,-,-,(2.88 ± 0.29) × 10⁻¹²,-
GB6 J0830+2410,00090094001,55212.44,127.71703,24.18328,8 30 52.0872,24 10 59.808,-,-,-,16.15 ± 0.03,-,-,-,-,-,(0.44 ± 0.01) × 10⁻¹¹,-,-
GB6 J0830+2410,00036375023,55236.14,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.35 ± 0.05,-,-,16.27 ± 0.05,16.42 ± 0.04,16.22 ± 0.05,(0.41 ± 0.02) × 10⁻¹¹,-,-,(0.39 ± 0.02) × 10⁻¹¹,(0.36 ± 0.01) × 10⁻¹¹,(0.45 ± 0.02) × 10⁻¹¹
GB6 J0830+2410,00090094002,55247.7,127.71703,24.18328,8 30 52.0872,24 10 59.808,-,-,-,16.31 ± 0.05,-,-,-,-,-,(0.38 ± 0.02) × 10⁻¹¹,-,-
GB6 J0830+2410,00036375024,55250.18,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.41 ± 0.05,-,-,16.3 ± 0.05,16.49 ± 0.04,16.25 ± 0.05,(0.39 ± 0.02) × 10⁻¹¹,-,-,(0.38 ± 0.02) × 10⁻¹¹,(0.34 ± 0.01) × 10⁻¹¹,(0.44 ± 0.02) × 10⁻¹¹
GB6 J0830+2410,00036375025,55257.74,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.48 ± 0.05,-,-,16.21 ± 0.05,16.37 ± 0.04,16.14 ± 0.05,(0.36 ± 0.02) × 10⁻¹¹,-,-,(0.41 ± 0.02) × 10⁻¹¹,(0.37 ± 0.01) × 10⁻¹¹,(0.48 ± 0.02) × 10⁻¹¹
GB6 J0830+2410,00036375026,55264.3,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.56 ± 0.06,-,-,16.29 ± 0.05,16.45 ± 0.05,16.17 ± 0.05,(0.34 ± 0.02) × 10⁻¹¹,-,-,(0.39 ± 0.02) × 10⁻¹¹,(0.35 ± 0.01) × 10⁻¹¹,(0.47 ± 0.02) × 10⁻¹¹
GB6 J0830+2410,00036375027,55278.97,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.34 ± 0.07,-,-,16.19 ± 0.06,16.38 ± 0.05,16.18 ± 0.06,(0.41 ± 0.03) × 10⁻¹¹,-,-,(0.42 ± 0.02) × 10⁻¹¹,(0.37 ± 0.02) × 10⁻¹¹,(0.46 ± 0.03) × 10⁻¹¹
GB6 J0830+2410,00036375028,55285.66,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.51 ± 0.06,-,-,16.2 ± 0.05,16.32 ± 0.04,16.15 ± 0.05,(0.35 ± 0.02) × 10⁻¹¹,-,-,(0.42 ± 0.02) × 10⁻¹¹,(0.39 ± 0.02) × 10⁻¹¹,(0.48 ± 0.02) × 10⁻¹¹
GB6 J0830+2410,00036375029,55305.7,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.51 ± 0.05,-,-,16.21 ± 0.04,16.4 ± 0.04,16.13 ± 0.04,(0.35 ± 0.02) × 10⁻¹¹,-,-,(0.41 ± 0.02) × 10⁻¹¹,(0.37 ± 0.01) × 10⁻¹¹,(0.49 ± 0.02) × 10⁻¹¹
GB6 J0830+2410,00036375030,55503.21,127.71703,24.18328,8 30 52.0872,24 10 59.808,16.49 ± 0.07,-,17.08 ± 0.11,16.19 ± 0.05,16.39 ± 0.04,16.15 ± 0.05,(0.36 ± 0.02) × 10⁻¹¹,-,(0.33 ± 0.03) × 10⁻¹¹,(0.42 ± 0.02) × 10⁻¹¹,(0.37 ± 0.01) × 10⁻¹¹,(0.48 ± 0.02) × 10⁻¹¹
