Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
S4 1749+70,00036348001,54147.31,267.13683,70.09744,17 48 32.8392,70 05 50.784,16.67 ± 0.07,17.45 ± 0.08,17.01 ± 0.11,16.64 ± 0.06,16.73 ± 0.05,16.62 ± 0.06,(3.0 ± 0.19) × 10⁻¹²,(0.33 ± 0.02) × 10⁻¹¹,(0.35 ± 0.03) × 10⁻¹¹,(2.75 ± 0.15) × 10⁻¹²,(2.62 ± 0.11) × 10⁻¹²,(3.02 ± 0.17) × 10⁻¹²
S4 1749+70,00036348002,54197.16,267.13683,70.09744,17 48 32.8392,70 05 50.784,16.43 ± 0.07,17.33 ± 0.09,16.9 ± 0.12,16.47 ± 0.07,16.66 ± 0.05,16.62 ± 0.08,(0.38 ± 0.02) × 10⁻¹¹,(0.37 ± 0.03) × 10⁻¹¹,(0.39 ± 0.04) × 10⁻¹¹,(0.32 ± 0.02) × 10⁻¹¹,(2.81 ± 0.14) × 10⁻¹²,(3.01 ± 0.22) × 10⁻¹²
S4 1749+70,00038423001,54963.34,267.13683,70.09744,17 48 32.8392,70 05 50.784,16.11 ± 0.05,16.96 ± 0.05,16.69 ± 0.08,16.15 ± 0.05,16.35 ± 0.04,16.24 ± 0.06,(0.51 ± 0.02) × 10⁻¹¹,(0.52 ± 0.03) × 10⁻¹¹,(0.47 ± 0.04) × 10⁻¹¹,(0.43 ± 0.02) × 10⁻¹¹,(0.37 ± 0.01) × 10⁻¹¹,(0.43 ± 0.02) × 10⁻¹¹
S4 1749+70,00036348003,54965.52,267.13683,70.09744,17 48 32.8392,70 05 50.784,16.21 ± 0.06,17.02 ± 0.06,16.69 ± 0.09,16.22 ± 0.06,16.4 ± 0.05,16.36 ± 0.07,(0.46 ± 0.02) × 10⁻¹¹,(0.49 ± 0.03) × 10⁻¹¹,(0.47 ± 0.04) × 10⁻¹¹,(0.41 ± 0.02) × 10⁻¹¹,(0.36 ± 0.02) × 10⁻¹¹,(0.38 ± 0.02) × 10⁻¹¹
S4 1749+70,00036348004,54983.38,267.13683,70.09744,17 48 32.8392,70 05 50.784,16.46 ± 0.1,17.2 ± 0.11,16.48 ± 0.13,16.64 ± 0.1,16.65 ± 0.07,16.55 ± 0.11,(0.36 ± 0.03) × 10⁻¹¹,(0.42 ± 0.04) × 10⁻¹¹,(0.57 ± 0.07) × 10⁻¹¹,(2.74 ± 0.25) × 10⁻¹²,(2.83 ± 0.19) × 10⁻¹²,(0.32 ± 0.03) × 10⁻¹¹
S4 1749+70,00038423002,54983.92,267.13683,70.09744,17 48 32.8392,70 05 50.784,16.42 ± 0.07,17.28 ± 0.08,16.83 ± 0.13,16.57 ± 0.07,16.7 ± 0.05,16.37 ± 0.13,(0.38 ± 0.02) × 10⁻¹¹,(0.39 ± 0.03) × 10⁻¹¹,(0.41 ± 0.05) × 10⁻¹¹,(2.94 ± 0.18) × 10⁻¹²,(2.69 ± 0.13) × 10⁻¹²,(0.38 ± 0.05) × 10⁻¹¹
S4 1749+70,00036348005,55609.74,267.13683,70.09744,17 48 32.8392,70 05 50.784,14.81 ± 0.03,15.62 ± 0.03,15.14 ± 0.04,14.83 ± 0.03,15.0 ± 0.03,14.74 ± 0.03,(1.68 ± 0.05) × 10⁻¹¹,(1.8 ± 0.05) × 10⁻¹¹,(1.95 ± 0.07) × 10⁻¹¹,(1.46 ± 0.04) × 10⁻¹¹,(1.29 ± 0.03) × 10⁻¹¹,(1.71 ± 0.05) × 10⁻¹¹
S4 1749+70,00036348006,55613.38,267.13683,70.09744,17 48 32.8392,70 05 50.784,14.51 ± 0.03,15.36 ± 0.03,14.94 ± 0.04,14.49 ± 0.03,14.7 ± 0.03,14.59 ± 0.03,(2.19 ± 0.06) × 10⁻¹¹,(2.28 ± 0.06) × 10⁻¹¹,(2.35 ± 0.08) × 10⁻¹¹,(1.99 ± 0.05) × 10⁻¹¹,(1.71 ± 0.04) × 10⁻¹¹,(1.97 ± 0.06) × 10⁻¹¹
S4 1749+70,00036348007,55613.55,267.13683,70.09744,17 48 32.8392,70 05 50.784,-,-,-,-,14.85 ± 0.02,-,-,-,-,-,(1.48 ± 0.03) × 10⁻¹¹,-
S4 1749+70,00036348008,55618.16,267.13683,70.09744,17 48 32.8392,70 05 50.784,-,-,-,-,-,14.42 ± 0.02,-,-,-,-,-,(2.3 ± 0.05) × 10⁻¹¹
