Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 0528+134,00035384001,53822.34,82.73507,13.53199,5 30 56.4168,13 31 55.164,19.16 ± 0.81,-,20.28 ± 3.81,-,22.32 ± 6.29,-,(1.19 ± 0.89) × 10⁻¹¹,-,(1.63 ± 5.71) × 10⁻¹²,-,(0.67 ± 3.9) × 10⁻¹¹,-
PKS 0528+134,00035384002,53832.49,82.73507,13.53199,5 30 56.4168,13 31 55.164,20.25 ± 1.32,19.23 ± 0.4,19.54 ± 1.21,21.32 ± 2.51,23.6 ± 11.53,21.01 ± 1.73,(0.44 ± 0.53) × 10⁻¹¹,(1.31 ± 0.48) × 10⁻¹¹,(0.32 ± 0.36) × 10⁻¹¹,(0.51 ± 1.17) × 10⁻¹¹,(2.07 ± 21.97) × 10⁻¹²,(0.51 ± 0.81) × 10⁻¹⁰
PKS 0528+134,00035384003,53835.1,82.73507,13.53199,5 30 56.4168,13 31 55.164,20.4 ± 1.5,21.01 ± 1.95,21.81 ± 9.6,21.06 ± 2.02,-,-,(0.38 ± 0.52) × 10⁻¹¹,(2.53 ± 4.54) × 10⁻¹²,(0.4 ± 3.52) × 10⁻¹²,(0.64 ± 1.2) × 10⁻¹¹,-,-
PKS 0528+134,00035384005,53836.37,82.73507,13.53199,5 30 56.4168,13 31 55.164,19.79 ± 0.9,20.08 ± 0.91,18.61 ± 0.58,19.64 ± 0.6,-,-,(0.67 ± 0.56) × 10⁻¹¹,(0.6 ± 0.5) × 10⁻¹¹,(0.76 ± 0.41) × 10⁻¹¹,(2.38 ± 1.31) × 10⁻¹¹,-,-
PKS 0528+134,00035384007,53846.2,82.73507,13.53199,5 30 56.4168,13 31 55.164,-,19.99 ± 0.61,20.2 ± 1.75,-,-,-,-,(0.65 ± 0.36) × 10⁻¹¹,(1.76 ± 2.83) × 10⁻¹²,-,-,-
PKS 0528+134,00035384008,54732.16,82.73507,13.53199,5 30 56.4168,13 31 55.164,20.31 ± 1.03,20.48 ± 0.89,19.03 ± 0.59,19.68 ± 0.47,20.9 ± 0.82,19.78 ± 0.52,(0.41 ± 0.39) × 10⁻¹¹,(0.41 ± 0.34) × 10⁻¹¹,(0.52 ± 0.28) × 10⁻¹¹,(2.29 ± 1.0) × 10⁻¹¹,(2.48 ± 1.87) × 10⁻¹¹,(1.58 ± 0.75) × 10⁻¹⁰
PKS 0528+134,00035384009,54734.88,82.73507,13.53199,5 30 56.4168,13 31 55.164,21.87 ± 5.95,19.96 ± 0.74,18.42 ± 0.53,-,20.91 ± 1.08,-,(0.98 ± 5.37) × 10⁻¹²,(0.67 ± 0.46) × 10⁻¹¹,(0.9 ± 0.44) × 10⁻¹¹,-,(2.46 ± 2.45) × 10⁻¹¹,-
PKS 0528+134,00035384011,54736.86,82.73507,13.53199,5 30 56.4168,13 31 55.164,-,-,-,20.36 ± 1.28,23.14 ± 10.26,22.47 ± 8.71,-,-,-,(1.22 ± 1.43) × 10⁻¹¹,(3.16 ± 29.83) × 10⁻¹²,(1.33 ± 10.66) × 10⁻¹¹
PKS 0528+134,00035384014,54739.71,82.73507,13.53199,5 30 56.4168,13 31 55.164,-,-,20.37 ± 6.45,-,-,-,-,-,(1.5 ± 8.9) × 10⁻¹²,-,-,-
PKS 0528+134,00035384015,54740.9,82.73507,13.53199,5 30 56.4168,13 31 55.164,19.54 ± 0.54,20.4 ± 0.83,21.11 ± 3.84,21.23 ± 1.83,22.0 ± 2.41,-,(0.84 ± 0.42) × 10⁻¹¹,(0.44 ± 0.34) × 10⁻¹¹,(0.76 ± 2.68) × 10⁻¹²,(0.55 ± 0.93) × 10⁻¹¹,(0.9 ± 2.0) × 10⁻¹¹,-
